-2,-2,0,0,0
-3,-2,0,0,0
-3,-2,0,0,0
-3,-3,0,0,0
-4,-3,0,0,0
-4,-3,0,0,0
-5,-4,0,0,0
-5,-4,40,0,14
1,-2,234,74,159
6,-1,354,179,289
9,0,419,258,821
10,0,453,304,1174
9,1,412,335,1116
8,0,397,280,924
5,0,95,23,127
2,0,146,105,261
-2,-1,0,11,18
-4,-2,14,0,0
-3,-2,19,0,0
-3,-2,16,0,0
-4,-2,16,0,0
-4,-3,0,0,0
-4,-3,0,0,0
-3,-2,0,0,0
-3,-3,21,0,0
-3,-3,14,0,0
-4,-3,0,0,0
-4,-3,11,0,0
-3,-3,0,0,0
-4,-3,0,0,0
-4,-3,0,0,0
-6,-4,31,0,9
1,-2,153,55,161
8,1,234,151,300
4,1,71,76,214
14,3,448,316,1141
11,3,402,335,1120
11,4,318,299,919
9,3,326,210,606
4,2,107,100,255
0,1,33,0,18
-2,0,0,0,0
-1,0,11,0,0
-2,0,11,0,0
-2,-1,0,0,0
-3,-1,0,0,0
-3,-1,14,0,0
-5,-3,0,0,0
-7,-4,0,0,0
-7,-5,0,0,0
-6,-4,0,0,0
-7,-5,33,0,0
-7,-4,11,0,0
-8,-5,0,0,0
-7,-5,0,0,0
-7,-5,19,0,4
1,-1,59,38,133
9,2,196,107,273
20,6,426,273,872
19,8,414,316,1056
24,10,378,316,1015
21,10,371,278,848
13,8,103,103,270
10,7,148,115,259
5,5,16,0,19
4,4,0,0,0
4,4,16,0,0
5,5,23,0,0
4,4,0,0,0
3,4,0,0,0
3,4,0,0,0
4,4,0,0,0
4,5,0,0,0
4,5,0,0,0
4,4,0,0,0
5,5,0,0,0
3,4,0,0,0
4,5,0,0,0
4,5,0,0,0
5,5,0,0,0
6,6,33,0,31
16,9,110,105,280
15,11,280,206,501
23,13,417,314,893
15,11,67,76,180
16,12,191,203,555
13,11,124,107,248
14,11,95,67,180
7,8,59,0,24
4,7,11,0,0
3,6,0,0,0
3,5,19,0,0
3,5,0,0,0
2,4,0,0,0
3,4,0,0,0
2,3,0,0,0
2,3,0,0,0
1,2,0,0,0
3,3,11,0,0
2,2,11,0,0
2,2,0,0,0
2,3,0,0,0
2,3,31,0,0
3,3,0,0,0
5,4,182,57,162
11,7,143,86,232
17,10,318,213,704
23,13,354,242,667
19,14,189,186,463
20,14,254,239,667
17,13,196,134,267
13,12,79,59,156
10,11,16,0,0
9,10,43,0,0
9,9,0,0,0
8,9,40,0,0
9,9,0,0,0
9,9,28,0,0
7,8,11,0,0
7,7,21,0,0
7,7,21,0,0
6,6,0,0,0
6,6,0,0,0
6,6,0,0,0
5,5,28,0,0
4,4,0,0,0
2,3,0,0,0
1,2,0,0,3
6,2,230,52,166
11,3,393,165,302
14,3,457,261,1022
14,4,417,318,1233
14,4,505,323,1173
13,4,361,282,983
8,4,261,210,702
5,3,124,112,320
1,1,43,0,19
-1,0,0,0,0
-2,-1,23,0,0
-2,-1,14,0,0
-3,-1,0,0,0
-3,-1,0,0,0
-2,-1,19,0,0
-2,-1,31,0,0
-3,-1,0,0,0
-3,-2,50,0,0
-3,-2,0,0,0
-3,-2,0,0,0
-3,-2,0,0,0
-3,-2,11,0,0
-4,-2,0,0,0
-4,-2,0,0,7
5,0,258,100,167
9,1,429,184,292
14,3,450,268,895
18,4,489,318,1159
17,5,436,311,1099
14,4,407,290,928
10,4,263,215,640
6,3,131,110,290
1,2,0,0,23
-1,1,0,0,0
-1,1,0,0,0
-2,0,21,0,0
-3,-1,0,0,0
-2,-1,19,0,0
-4,-2,0,0,0
-4,-2,0,0,0
-4,-2,0,0,0
-6,-4,0,0,0
-7,-4,0,0,0
-7,-4,0,0,0
-6,-4,0,0,0
-5,-3,0,0,0
-5,-4,0,0,0
-4,-3,35,0,8
5,0,213,93,170
13,3,364,184,288
16,4,433,273,934
20,6,424,330,1104
19,5,412,340,1080
16,6,335,292,935
13,6,242,208,589
6,3,122,110,279
0,2,31,0,25
-2,0,0,0,0
-3,-1,0,0,0
-4,-1,14,0,0
-4,-1,0,0,0
-4,-2,0,0,0
-4,-2,0,0,0
-4,-2,23,0,0
-4,-2,0,0,0
-3,-2,11,0,0
-4,-2,0,0,0
-5,-2,0,0,0
-4,-2,0,0,0
-4,-2,11,0,0
-5,-3,0,0,0
-4,-3,67,0,5
0,0,131,38,149
5,3,134,105,265
20,8,381,266,778
14,6,103,179,409
10,6,127,160,330
19,9,294,280,820
14,8,246,208,505
10,7,141,107,251
4,5,88,0,37
1,3,0,0,0
0,2,0,0,0
-1,2,0,0,0
-1,1,16,0,0
-1,2,0,0,0
0,3,0,0,0
0,2,23,0,0
-2,1,14,0,0
-3,0,0,0,0
-2,0,0,0,0
-4,-1,16,0,0
-4,-2,14,0,0
-4,-1,26,0,0
-4,-1,0,0,0
-4,-1,0,0,5
7,2,189,91,169
19,7,323,196,279
25,11,436,280,907
25,11,450,309,1049
23,11,441,350,1090
20,10,323,314,905
17,9,378,340,697
11,8,139,79,211
5,6,155,0,36
3,5,21,0,0
2,4,0,0,0
2,4,16,0,0
1,4,0,0,0
1,3,0,0,0
1,3,14,0,0
2,3,16,0,0
2,4,28,0,0
2,4,0,0,0
4,4,0,0,0
4,4,0,0,0
3,4,0,0,0
4,5,0,0,0
2,4,0,0,0
0,2,28,0,16
7,4,244,74,160
12,5,318,189,318
15,6,465,270,970
16,6,481,345,1158
16,7,438,335,1059
14,7,330,290,881
12,6,282,220,589
8,6,127,93,263
4,4,43,0,31
2,3,0,0,0
2,3,14,0,0
1,2,14,0,0
1,2,21,0,0
0,2,19,0,0
0,1,0,0,0
-1,1,23,0,0
-1,1,0,0,0
-1,0,0,0,0
-1,0,0,0,0
-2,-1,0,0,0
-5,-2,14,0,0
-3,-2,35,0,0
-4,-2,0,0,0
-4,-2,23,0,7
7,1,210,79,169
12,3,311,196,295
15,5,443,273,1014
23,10,489,326,1063
22,9,354,335,989
16,7,328,282,829
13,6,227,215,574
8,5,122,103,270
2,3,83,0,40
-1,2,14,0,0
-1,1,0,0,0
-2,1,0,0,0
-3,0,0,0,0
-2,1,0,0,0
-2,0,0,0,0
-3,-1,11,0,0
-1,0,14,0,0
-3,-1,0,0,0
-4,-2,0,0,0
-4,-2,11,0,0
-2,-2,0,0,0
-3,-2,11,0,0
-1,0,38,0,0
-1,0,0,0,0
6,2,110,55,153
14,6,314,198,342
17,8,151,141,397
20,9,419,292,1003
25,12,424,364,993
18,11,215,198,522
15,11,182,175,450
11,10,175,107,236
7,7,50,0,31
4,5,16,0,0
3,5,0,0,0
4,5,19,0,0
3,4,11,0,0
3,4,0,0,0
3,4,0,0,0
3,4,0,0,0
4,4,0,0,0
3,3,0,0,0
4,4,0,0,0
4,4,0,0,0
3,3,0,0,0
3,4,11,0,0
3,4,0,0,0
4,4,0,0,0
5,4,35,0,56
7,6,43,52,135
9,7,146,79,166
10,8,59,115,237
17,11,292,239,598
11,9,33,55,164
9,8,76,14,67
9,8,74,0,51
7,7,0,0,0
6,7,31,0,0
6,6,0,0,0
6,6,0,0,0
6,6,0,0,0
6,6,0,0,0
6,6,0,0,0
5,6,0,0,0
6,6,0,0,0
4,5,0,0,0
4,5,0,0,0
3,4,0,0,0
2,3,0,0,0
1,3,0,0,0
2,3,0,0,0
1,3,23,0,0
6,4,52,21,111
9,6,179,100,244
21,11,381,273,836
25,13,448,306,967
26,13,371,342,989
24,14,328,268,616
20,11,203,194,419
12,9,105,98,236
7,7,119,0,44
3,5,0,0,0
1,4,21,0,0
1,4,0,0,0
1,3,28,0,0
2,4,0,0,0
1,3,0,0,0
1,3,0,0,0
1,3,0,0,0
4,4,0,0,0
4,4,0,0,0
5,5,23,0,0
5,5,0,0,0
5,5,16,0,0
5,5,0,0,0
5,5,0,0,0
5,6,16,0,0
6,6,23,19,71
8,7,117,122,285
14,8,292,222,735
10,7,179,153,375
6,5,14,0,37
7,6,52,47,116
6,6,33,16,55
5,5,16,0,19
5,5,0,0,0
5,5,14,0,0
3,4,0,0,0
2,3,0,0,0
2,2,0,0,0
2,2,14,0,0
2,2,0,0,0
1,2,0,0,0
0,1,0,0,0
-2,0,0,0,0
-1,0,0,0,0
-2,-1,0,0,0
-2,-1,0,0,0
-3,-2,0,0,0
-3,-2,21,0,5
6,1,258,76,181
12,2,378,177,294
13,3,486,280,1210
14,3,486,321,1242
15,4,460,333,1178
14,5,369,297,955
11,4,266,225,681
6,4,179,119,318
2,2,0,0,41
-2,1,0,0,0
-2,0,16,0,0
-2,1,0,0,0
-3,0,0,0,0
-3,-1,35,0,0
-4,-1,0,0,0
-4,-1,0,0,0
-4,-1,0,0,0
-4,-1,11,0,0
-4,-2,14,0,0
-5,-2,0,0,0
-4,-2,21,0,0
-1,-1,0,0,0
0,0,16,0,0
0,0,16,0,0
3,2,50,26,111
16,7,323,203,409
13,7,141,160,387
15,8,445,326,1039
16,9,294,232,1059
10,8,155,76,216
8,6,64,14,81
8,7,57,23,93
6,6,35,0,0
5,5,0,0,0
5,4,0,0,0
4,4,0,0,0
5,4,14,0,0
5,5,0,0,0
5,5,0,0,0
5,5,0,0,0
6,6,0,0,0
5,5,0,0,0
3,5,0,0,0
4,5,23,0,0
4,5,0,0,0
2,4,0,0,0
2,4,0,0,0
3,4,28,0,10
9,6,136,43,111
15,7,345,139,271
19,9,316,225,863
18,9,338,246,972
20,9,390,350,1117
16,9,385,270,1057
7,6,103,21,122
10,6,210,165,373
6,5,35,21,84
4,4,14,0,0
2,3,0,0,0
0,2,0,0,0
-1,1,0,0,0
0,1,14,0,0
-1,1,23,0,0
-1,0,33,0,0
-2,0,0,0,0
-4,-1,0,0,0
-2,-1,14,0,0
-4,-2,0,0,0
-4,-2,0,0,0
-4,-2,0,0,0
-3,-2,0,0,0
-2,-1,76,0,38
4,1,220,62,193
15,5,294,148,304
10,5,186,129,510
17,8,340,242,765
23,9,373,251,826
19,10,407,280,883
15,8,256,167,400
10,8,79,59,168
7,7,16,14,67
4,5,19,0,0
4,4,0,0,0
3,4,0,0,0
3,4,11,0,0
4,4,14,0,0
2,4,16,0,0
2,3,0,0,0
3,4,0,0,0
2,4,0,0,0
2,3,16,0,0
0,2,0,0,0
1,2,14,0,0
2,3,23,0,0
2,2,0,0,0
2,3,28,0,0
6,4,105,31,110
8,6,124,86,222
10,7,175,105,283
13,9,177,134,377
14,10,163,131,311
12,10,122,100,218
12,10,141,91,232
11,10,45,47,116
9,9,59,0,24
8,8,0,0,0
7,7,21,0,0
6,6,14,0,0
5,6,28,0,0
6,6,0,0,0
4,5,16,0,0
5,6,0,0,0
5,5,21,0,0
5,5,0,0,0
5,5,0,0,0
4,5,0,0,0
5,5,0,0,0
4,5,0,0,0
4,4,26,0,0
4,5,28,0,0
6,5,127,23,108
8,6,43,35,147
10,7,83,95,293
12,9,155,153,373
18,11,270,218,714
19,11,232,189,774
17,12,304,203,570
11,10,16,14,67
10,10,45,19,86
6,7,0,0,0
5,6,0,0,0
3,6,0,0,0
3,6,0,0,0
3,5,0,0,0
2,5,0,0,0
2,4,0,0,0
1,3,0,0,0
0,2,0,0,0
0,2,0,0,0
1,2,0,0,0
1,2,0,0,0
0,1,0,0,0
-1,1,0,0,0
3,3,0,0,1
4,3,76,0,55
6,5,50,47,179
9,7,95,91,272
10,7,115,86,226
10,7,43,45,142
18,11,146,158,741
15,9,340,261,758
11,8,220,129,351
7,7,100,33,54
2,4,0,0,0
1,3,0,0,0
4,4,0,0,0
5,5,0,0,0
5,5,11,0,0
4,5,16,0,0
4,4,0,0,0
3,4,19,0,0
4,5,0,0,0
4,5,19,0,0
4,4,0,0,0
4,5,19,0,0
5,5,16,0,0
4,5,0,0,0
5,5,0,0,0
7,6,88,23,76
10,8,88,55,157
23,12,381,237,846
25,13,378,304,981
17,11,302,218,618
19,11,218,268,829
17,11,275,206,594
14,10,136,98,275
7,8,79,0,23
4,6,0,0,0
4,6,0,0,0
3,5,0,0,0
3,5,0,0,0
3,5,0,0,0
2,4,0,0,0
3,4,0,0,0
3,4,0,0,0
3,5,0,0,0
3,4,28,0,0
3,4,0,0,0
3,4,35,0,0
3,5,0,0,0
2,4,0,0,0
4,5,0,0,0
6,6,0,0,7
8,7,127,31,128
11,9,71,59,174
11,9,110,35,119
9,8,81,28,96
8,8,31,0,63
8,8,0,0,42
8,7,21,0,25
8,8,0,0,0
8,7,43,0,0
8,8,0,0,0
8,8,21,0,0
8,8,14,0,0
8,7,0,0,0
8,7,0,0,0
8,7,0,0,0
8,8,0,0,0
8,8,21,0,0
8,8,0,0,0
8,8,19,0,0
8,7,0,0,0
8,7,16,0,0
7,7,26,0,0
7,7,0,0,0
7,7,33,0,31
8,7,40,0,66
11,8,0,11,71
12,9,69,57,177
13,10,28,43,125
13,10,165,107,265
13,10,91,59,322
12,10,95,95,232
9,9,21,11,56
5,7,0,0,0
4,5,0,0,0
4,5,16,0,0
5,5,14,0,0
5,5,0,0,0
5,5,0,0,0
5,5,0,0,0
4,4,0,0,0
3,4,0,0,0
2,3,0,0,0
2,3,0,0,0
1,2,16,0,0
0,1,0,0,0
0,0,16,0,0
-1,0,81,0,21
7,1,273,79,204
13,4,395,177,362
18,5,426,261,1149
18,5,527,323,1246
18,5,455,318,1202
15,5,352,311,1052
12,4,371,244,775
7,3,165,146,407
3,2,129,28,67
0,1,0,0,0
-2,0,14,0,0
-1,0,0,0,0
-2,-1,28,0,0
-3,-1,0,0,0
-3,-2,19,0,0
-4,-2,0,0,0
-4,-2,0,0,0
-5,-2,0,0,0
-4,-2,0,0,0
-5,-3,0,0,0
-5,-3,16,0,0
-5,-3,0,0,0
-4,-3,0,0,0
-4,-3,19,0,25
0,-2,83,45,148
7,0,323,172,373
14,3,400,256,996
19,6,364,270,952
21,7,501,340,1042
18,7,383,304,941
15,7,309,222,646
7,4,175,105,304
4,3,93,52,107
0,2,0,0,0
0,2,0,0,0
-3,0,16,0,0
-1,1,0,0,0
-1,0,0,0,0
-3,-1,0,0,0
-3,-1,0,0,0
-3,-1,21,0,0
-2,-1,21,0,0
-1,0,0,0,0
-1,0,0,0,0
-1,0,0,0,0
0,0,11,0,0
0,1,0,0,0
0,1,21,0,0
3,2,57,0,66
5,4,67,81,187
7,5,91,86,238
9,6,124,134,318
22,12,225,222,691
15,9,112,143,324
9,7,62,71,173
7,6,31,26,90
6,5,14,0,21
5,5,0,0,0
4,4,0,0,0
2,3,14,0,0
2,3,14,0,0
2,3,16,0,0
2,3,16,0,0
3,3,0,0,0
2,2,0,0,0
0,2,0,0,0
0,1,0,0,0
-3,0,21,0,0
-2,1,0,0,0
1,1,0,0,0
1,1,0,0,0
2,2,31,0,0
5,2,153,55,199
6,3,52,59,187
13,4,448,282,780
15,5,393,314,735
15,5,453,352,1153
15,6,436,302,711
11,5,342,246,740
8,4,143,146,392
4,3,143,40,79
1,2,0,0,0
0,1,19,0,0
-1,1,0,0,0
-2,0,28,0,0
-2,-1,26,0,0
-2,-1,0,0,0
-3,-1,11,0,0
-3,-1,45,0,0
-6,-3,0,0,0
-5,-2,0,0,0
-4,-2,0,0,0
-4,-2,0,0,0
-3,-2,0,0,0
-4,-2,0,0,0
-5,-3,98,0,27
7,1,275,93,210
11,2,450,189,357
16,3,491,285,1157
19,5,467,333,1213
20,5,513,357,1181
18,5,400,321,999
12,5,297,234,711
7,4,148,136,380
3,3,112,35,77
-1,1,11,0,0
-3,0,0,0,0
-3,0,0,0,0
-4,-1,0,0,0
-4,-1,0,0,0
-2,0,19,0,0
-3,-1,0,0,0
-3,-1,28,0,0
-4,-2,0,0,0
-5,-2,23,0,0
-5,-4,0,0,0
-6,-4,16,0,0
-5,-4,0,0,0
-6,-4,45,0,0
-6,-3,40,0,26
11,2,297,110,215
18,4,385,194,363
22,8,441,278,1164
26,10,503,335,1229
23,8,474,342,1162
21,11,443,306,996
18,8,287,251,748
11,7,175,146,411
5,5,91,31,76
0,3,0,0,0
-1,2,0,0,0
-2,1,43,0,0
-2,1,0,0,0
-2,0,19,0,0
-1,1,14,0,0
-1,1,0,0,0
-2,0,0,0,0
-2,0,0,0,0
-3,0,0,0,0
-3,-1,0,0,0
-4,-2,0,0,0
-2,-2,0,0,0
-2,-1,26,0,0
-2,-1,45,0,25
6,2,110,81,217
7,3,88,67,173
19,8,417,323,1118
26,12,481,316,1145
24,10,501,338,1121
20,10,371,299,939
17,9,280,239,712
13,9,191,148,398
7,7,88,47,82
2,4,0,0,0
0,3,0,0,0
-1,2,0,0,0
-1,2,11,0,0
0,2,26,0,0
0,2,0,0,0
0,1,16,0,0
-1,1,14,0,0
-1,1,0,0,0
-2,0,0,0,0
-3,0,0,0,0
-2,0,0,0,0
-1,0,0,0,0
-2,0,14,0,0
-1,0,100,0,37
12,5,266,88,208
20,9,263,155,445
18,9,373,254,814
19,9,282,222,686
21,10,407,292,901
17,9,278,208,726
18,10,342,244,705
12,9,208,136,360
7,7,69,57,125
2,4,0,0,0
1,3,21,0,0
1,3,0,0,0
0,2,11,0,0
-1,2,16,0,0
-1,1,26,0,0
0,2,0,0,0
1,2,0,0,0
-1,1,0,0,0
-1,1,0,0,0
-1,0,11,0,0
-2,0,26,0,0
-1,1,0,0,0
-2,0,0,0,0
-1,1,11,0,35
5,3,134,52,219
15,8,218,134,452
22,10,429,213,856
22,11,407,297,963
26,11,448,333,1035
15,9,244,182,557
15,9,122,110,379
12,8,146,127,337
7,7,47,47,113
3,5,14,0,0
2,4,28,0,0
3,4,19,0,0
2,3,0,0,0
2,4,33,0,0
4,4,0,0,0
2,3,0,0,0
0,1,0,0,0
0,3,0,0,0
-2,1,16,0,0
-2,0,21,0,0
-2,0,0,0,0
-1,1,0,0,0
-2,0,0,0,0
-1,0,33,0,37
4,3,234,64,209
14,6,270,153,391
20,8,364,239,911
21,11,417,275,957
23,11,347,278,918
17,9,369,258,816
15,9,309,208,616
11,7,146,134,351
7,6,47,45,91
3,4,19,0,0
1,3,0,0,0
1,3,35,0,0
1,3,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,14,0,0
0,2,0,0,0
-1,2,28,0,0
-2,0,14,0,0
-2,0,0,0,0
-3,0,0,0,0
-3,0,11,0,0
-3,-1,0,0,0
-2,0,40,0,41
8,4,151,45,207
